ICAO,TYPE/SIZE,NAME,ELEVATION,iso_country,iso_region,municipality,Lat,Lon
4NE3,heliport,Simon Heliport,2789,US,US-NE,North Platte,-100.7440033,41.10499954
4NE8,small_airport,Malone M-Bar Ranch Airport,3000,US,US-NE,Palisade,-101.1520004,40.38280106
4NE9,small_airport,Holzfaster's Airport,3305,US,US-NE,Paxton,-101.4469986,40.99919891
4NJ0,small_airport,Windward Farms Airport,425,US,US-NJ,Rosemont,-75.0177002,40.44929886
4NJ1,heliport,Somerset Medical Center Heliport,87,US,US-NJ,Somerville,-74.59429932,40.56790161
4NJ2,seaplane_base,Passaic River Seaplane Base,,US,US-NJ,Rutherford,-74.12039948,40.82929993
4NJ3,heliport,Seabrook Heliport,30,US,US-NJ,Salem,-75.43849945,39.61959839
4NJ4,heliport,Pse & G Trenton Distribution Helistop,85,US,US-NJ,Lawrenceville,-74.67539978,40.28760147
4NJ5,heliport,Raritan Center Heliport,10,US,US-NJ,Sayreville,-74.52130127,40.49259949
4NJ6,heliport,Vineland Veterans Home Heliport,109,US,US-NJ,Vineland,-75.03070068,39.49509811
4NJ7,heliport,A M Classics Heliport,59,US,US-NJ,Woodstown,-75.30439758,39.64649963
4NJ8,small_airport,Peters Airport,150,US,US-NJ,Somerville,-74.73290253,40.60010147
4NJ9,heliport,Mack Trucks Helistop,90,US,US-NJ,Somerville,-74.59490204,40.57730103
4NK0,heliport,Wca Hospital Heliport,1340,US,US-NY,Jamestown,-79.23059845,42.09009933
4NK1,small_airport,B-Ville Airpark,375,US,US-NY,Baldwinsville,-76.31130219,43.14479828
4NK2,small_airport,Tracy Field,455,US,US-NY,Greenwich,-73.41965,43.145233
4NK3,small_airport,Evans Airways Airport,940,US,US-NY,Evans,-78.96700287,42.67250061
4NK4,small_airport,Woodford Airfield,1280,US,US-NY,Fabius,-76.02580261,42.82720184
4NK5,small_airport,Harvs Airport,500,US,US-NY,Macedon,-77.36779785,43.1012001
4NK6,small_airport,Ag-Alley Airport,450,US,US-NY,Marion,-77.17749786,43.16109848
4NK7,heliport,Lightning Tree Farm Heliport,945,US,US-NY,Millbrook,-73.6595993,41.83179855
4NK8,closed,Longwell Airport,800,US,US-NY,Amsterdam,-74.187103,43.0009
4NK9,heliport,Corporate Park of Staten Island Heliport,5,US,US-NY,Staten Island,-74.17579651,40.61719894
4NY0,small_airport,Mountain View Airpark,500,US,US-NY,Beekmantown,-73.54620361,44.66889954
4NY1,small_airport,Orange Poultry Farm Airport,420,US,US-NY,Chester,-74.32460022,41.32789993
4NY2,seaplane_base,Edo Seaplane Base,,US,US-NY,College Point,-73.86620331,40.78340149
4NY3,heliport,Greenville Mountain Heliport,1044,US,US-NY,Port Jervis,-79.613056,41.376111
4NY4,small_airport,Cross' Farm Airport,55,US,US-NY,Delmar,-73.77210236,42.55950165
4NY5,heliport,Bistrians Heliport,70,US,US-NY,East Hampton,-72.17340088,40.98759842
4NY6,heliport,Station 237 Heliport,740,US,US-NY,Clifton Springs,-77.183601,42.934799
4NY8,small_airport,Harris Hill Gliderport,1709,US,US-NY,Elmira,-76.90110016,42.1208992
4NY9,heliport,Belmont Park Heliport,72,US,US-NY,Elmont,-73.71040344,40.71450043
4O1,small_airport,Snyder Airport,1325,US,US-OK,Snyder,-99.01399994,34.62760162
4O6,seaplane_base,Cherokee Seaplane Base,739,US,US-OK,Afton,-94.91690063,36.58340073
4O7,small_airport,Decker Field,1330,US,US-OK,Meno,-98.17839813,36.37210083
4OA1,heliport,Fairfield Medical Center Heliport,893,US,US-OH,Lancaster,-82.577888,39.718141
4OA8,small_airport,Bowman Airport,980,US,US-OH,Piqua,-84.29969788,40.10860062
4OH0,heliport,Black Heliport,930,US,US-OH,Tipp City,-84.18740082,39.98889923
4OH1,small_airport,Sky Haven Airport,940,US,US-OH,Madison,-81.10679626,41.71699905
4OH2,heliport,Bethesda Hospital Helistop,783,US,US-OH,Zanesville,-82.018204,39.974201
4OH3,small_airport,Bieber Field,1035,US,US-OH,North Lima,-80.70110321,40.98310089
4OH4,small_airport,Millertime Airport,840,US,US-OH,Orient,-83.11720276,39.7928009
4OH5,heliport,St Thomas Hospital Heliport,983,US,US-OH,Akron,-81.51540375,41.09669876
4OH6,balloonport,Wingfoot Lake Airship Operations Balloonport,1164,US,US-OH,Akron Suffield,-81.35790253,41.0094986
4OH7,heliport,Holzer Heliport,590,US,US-OH,Gallipolis,-82.2385025,38.84619904
4OH8,small_airport,Huffman Farm Airport,741,US,US-OH,Archbold,-84.24990082,41.5
4OH9,heliport,Bellevue Hospital Heliport,750,US,US-OH,Bellevue,-82.84159851,41.29169846
4OI0,heliport,Flower Hospital Heliport,661,US,US-OH,Sylvania,-83.69219971,41.70840073
4OI1,heliport,Petro Heliport,808,US,US-OH,Zanesville,-81.89510345,39.97169876
4OI3,heliport,Horizons Heliport,508,US,US-OH,Cincinnati,-84.40989685,39.12260056
4OI5,heliport,Riverside Hospital Heliport,605,US,US-OH,Toledo,-83.51519775,41.6631012
4OI7,small_airport,R & M Aviation Airport,690,US,US-OH,Avon,-81.9701004,41.45370102
4OI8,small_airport,Brocker Field,1170,US,US-OH,Canfield,-80.75450134,41.05780029
4OI9,small_airport,Baisden Airport,730,US,US-OH,Coalton,-82.61070251,39.10219955
4OK0,closed,Zevely Climbing Zz Ranch Airport,980,US,US-OK,Seminole,-96.722802,35.225101
4OK1,closed,Hatton Ranch Airport,830,US,US-OK,Talihina,-95.175201,34.716801
4OK2,closed,Candy Lake Estate Airport,685,US,US-OK,Avant,-96.054704,36.493099
4OK3,heliport,St Francis Hospital Heliport,752,US,US-OK,Tulsa,-95.91889954,36.07509995
4OK4,small_airport,Low Pass Airport,1320,US,US-OK,Tuttle,-97.66419983,35.28760147
4OK5,small_airport,Newman Farm Airport,1140,US,US-OK,Velma,-97.60030365,34.55009842
4OK6,closed,Pitts Field,1060,US,US-OK,Wanette,-97.025297,34.989498
4OK7,closed,Flying A Ranch Airport,1165,US,US-OK,Washington,-97.5009,35.091202
4OK8,small_airport,Austin Airport,675,US,US-OK,Wilburton,-95.35890198,34.90319824
4OK9,heliport,Hsi Heliport,950,US,US-OK,Cushing,-96.78420258,35.92399979
4OL3,small_airport,Jerry-Wright Airfield,1100,US,US-OK,Lawton,-98.33370209,34.51670074
4OR0,small_airport,Springbrook Airport,1560,US,US-OR,Rogue River,-123.2040024,42.55509949
4OR1,heliport,McNary ARNG Field Heliport,209,US,US-OR,Salem,-123.0015028,44.912
4OR2,heliport,South Hill Heliport,680,US,US-OR,Salem,-123.0230026,44.84759903
4OR3,small_airport,Lambert Field,195,US,US-OR,Albany,-123.0759964,44.73040009
4OR4,small_airport,Schrock Airport,245,US,US-OR,Corvallis,-123.237999,44.4435997
4OR5,small_airport,Fly 'N' W Airport,206,US,US-OR,Salem,-122.9410019,44.96789932
4OR6,small_airport,Auberge Des Fleurs Airport,510,US,US-OR,Sandy,-122.2539978,45.44979858
4OR7,small_airport,Lusardi Field,205,US,US-OR,Salem,-122.9459991,44.98540115
4OR8,small_airport,Wagoner Airport,700,US,US-OR,Salem,-123.0410004,44.8484993
4OR9,closed,Peace Harbor Hospital Heliport,28,US,US-OR,Florence,-124.116997,43.973998
4P2,closed,Old Portage Heliport,760,US,US-OH,Akron,-81.549103,41.137798
4P5,seaplane_base,Franks Seaplane Base,1650,US,US-WI,Lac Du Flambeau,-90.00019836,45.88330078
4PA0,small_airport,Millard Airport,485,US,US-PA,Annville,-76.53639984,40.31719971
4PA1,small_airport,Sauers-Haven Airport,590,US,US-PA,New Berlin,-76.98000336,40.88389969
4PA2,heliport,Warner-Lambert Heliport,430,US,US-PA,Lititz,-76.30580139,40.15230179
4PA3,small_airport,Frymoyer Airport,520,US,US-PA,Liverpool,-77.01029968,40.63059998
4PA4,heliport,UPMC Susquehanna Lock Haven Heliport,720,US,US-PA,Lock Haven,-77.470891,41.132176
4PA5,small_airport,Ponderosa Airport,1820,US,US-PA,Lock Haven,-77.52469635,41.3083992
4PA6,small_airport,Hiawatha Airport,1670,US,US-PA,Starlight,-75.36440277,41.9151001
4PA7,closed,Sheepshead Airport,610,US,US-PA,Lykens,-76.746597,40.564804
4PA8,small_airport,Russo Airstrip,400,US,US-PA,Pipersville,-75.14959717,40.43289948
4PA9,heliport,Macungie Mack Heliport,400,US,US-PA,Macungie,-75.56629944,40.50009918
4PN0,small_airport,Flying M Ranch Airport,1348,US,US-PA,Grove City,-80.09369659,41.21640015
4PN2,heliport,Mcs-Pad Heliport,600,US,US-WV,Charleston,-81.56559753,38.29439926
4PN3,heliport,Gallatin Fuel Heliport,980,US,US-PA,Masontown,-79.95059967,39.86650085
4PN4,closed,Muddy Run Heliport,630,US,US-PA,Holtwood,-76.285202,39.845402
4PN5,closed,Brigham Heliport,400,US,US-PA,Erwinna,-75.077497,40.527199
4PN6,heliport,Williams Grove Heliport,510,US,US-PA,Mechanicsburg,-77.03299713,40.15010071
4PN7,small_airport,Merritt Field,2000,US,US-PA,Eagles Mere,-76.53440094,41.41809845
4PN8,small_airport,C.J.K. Airport,1100,US,US-PA,Tunkhannock,-75.87830353,41.53089905
4PN9,heliport,Glenn's Helo Heliport,300,US,US-PA,Birdsboro,-75.76589966,40.28779984
4PS2,heliport,Altoona Regional Health System-Bon Secours Cam Heliport,1172,US,US-PA,Altoona,-78.40809631,40.50139999
4PS3,small_airport,Paraport Ultralight Flightpark,1400,US,US-PA,Warren,-79.518586,41.788417
4PS4,small_airport,Mountain Top Airport,2114,US,US-PA,Thompson,-75.534243,41.815224
4PS5,small_airport,Muddy Creek Airport,1080,US,US-PA,Carmicheal,-79.94869995,39.92050171
4PS6,small_airport,Krout Airport,600,US,US-PA,Lewistown,-77.4835968,40.63669968
4PS7,small_airport,Cohen Airport,418,US,US-PA,Oxford,-75.94360352,39.73619843
4PS8,heliport,Coatesville Heliport,564,US,US-PA,Coatesville,-75.818333,39.893333
4PS9,heliport,Ferrante Heliport,950,US,US-PA,Vandergrift,-79.58119965,40.59870148
4R6,small_airport,Milnor Municipal Airport,1091,US,US-ND,Milnor,-97.43789673,46.25830078
4S4,small_airport,Skyport Airport,174,US,US-OR,Cornelius,-123.0530014,45.58259964
4S5,small_airport,St Thomas Municipal Airport,837,US,US-ND,St Thomas,-97.43920135,48.62639999
4S6,small_airport,Tieton State Airport,2964,US,US-WA,Rimrock,-121.1240005,46.63759995
4S7,small_airport,Malin Airport,4052,US,US-OR,Malin,-121.3960037,42.00099945
4SC4,small_airport,Davis Field,940,US,US-SC,Liberty,-82.69110107,34.76530075
4SC7,small_airport,Wexford Landing Airport,350,US,US-SC,Aiken,-81.51170349,33.57830048
4SD4,small_airport,Dan's Airport,3166,US,US-SD,Rapid City,-103.0459976,44.04169846
4T7,heliport,Little C Ranch Heliport,1050,US,US-TX,Hico,-97.98139954,32.01380157
4TA0,small_airport,Massimiliano Memorial Field,65,US,US-TX,Damon,-95.6638031,29.35549927
4TA1,small_airport,Warschun Ranch Airport,600,US,US-TX,Denton,-97.11139679,33.30289841
4TA4,small_airport,Pea Patch Airport,174,US,US-TX,Hempstead,-96.05970001,29.93910027
4TA5,small_airport,Lucky G Airport,1068,US,US-TX,Holliday,-98.64620209,33.8526001
4TA6,small_airport,Comanche Caves Ranch Airport,2000,US,US-TX,Hunt,-99.38369751,30.0223999
4TA7,heliport,Oak Ridge Heliport,20,US,US-TX,Ingleside,-97.19889832,27.86109924
4TA8,small_airport,Perry Ranch Airport,2250,US,US-TX,Ozona,-101.0169983,30.61680031
4TA9,heliport,Swinging Door Heliport,88,US,US-TX,Richmond,-95.76940155,29.62750053
4TE0,small_airport,Lone Star Steel Company Airport,285,US,US-TX,Lone Star,-94.73349762,32.93349838
4TE1,closed,Figure 1 Ranch Airport,2631,US,US-TX,Booker,-100.535004,36.266998
4TE2,small_airport,Lewis Private Airport,1379,US,US-TX,Del Rio,-100.6729965,29.54409981
4TE3,closed,Finley Ranch Airport,3400,US,US-TX,Claude,-101.442002,35.116698
4TE4,small_airport,Taurus Mesa Airport,3576,US,US-TX,Alpine,-103.6790009,29.62100029
4TE5,heliport,Dell City Heliport,3700,US,US-TX,Dell City,-105.2009964,31.9333992
4TE6,small_airport,Jamison Airstrip,85,US,US-TX,Dayton,-94.94740295,30.06270027
4TE7,small_airport,Devil's River Ranch Airport,1680,US,US-TX,Del Rio,-100.9649963,29.74080086
4TE8,closed,Ben Bruce Memorial Airpark,44,US,US-TX,Evadale,-94.07350159,30.32099915
4TE9,small_airport,Squirrel Creek Ranch Airport,970,US,US-TX,D'Hanis,-99.3506012,29.26409912
4TN0,small_airport,Melton Field,1060,US,US-TN,Blaine,-83.73280334,36.15190125
4TN1,closed,TGP Station 555 Heliport,874,US,US-TN,Collinwood,-87.757797,35.025101
4TN2,small_airport,Buck Creek Ranch Airport,1800,US,US-TN,Crossville,-84.96880341,35.88339996
4TN3,small_airport,Hawks Nest Airport,410,US,US-TN,Moscow,-89.36779785,35.11830139
4TN4,small_airport,Cotton Field,345,US,US-TN,Eads,-89.63860321,35.18999863
4TN5,closed,TGP Station 860 Heliport,760,US,US-TN,Fairfield,-87.449501,35.847801
4TN6,heliport,Lincoln Regional Hospital Heliport,742,US,US-TN,Fayetteville,-86.58080292,35.14979935
4TN7,heliport,Bmh-H Heliport,570,US,US-TN,Huntingdon,-88.41750336,36.00009918
4TN8,heliport,Rgnl Hospital of Jackson Heliport,444,US,US-TN,Jackson,-88.85510254,35.68230057
4TN9,small_airport,Southfork Airport,387,US,US-TN,Jackson,-88.69470215,35.6108017
4TS0,heliport,First City Financial Center Heliport,482,US,US-TX,Houston,-95.3655014,29.75379944
4TS1,closed,Pin Oak Stables Heliport,57,US,US-TX,Houston,-95.458,29.723301
4TS2,heliport,Wilshire Place Heliport,65,US,US-TX,Houston,-95.50630188,29.85720062
4TS3,heliport,Palestine Regional Medical Center Heliport,570,US,US-TX,Palestine,-95.626,31.732789
4TS4,heliport,Palm Petroleum Corporation Heliport,95,US,US-TX,Houston,-95.3687973,29.97520065
4TS5,small_airport,Goebel Field,2189,US,US-TX,Mountain Home,-99.49839783,30.22190094
4TS6,heliport,State Police Heliport,140,US,US-TX,Jersey Village,-95.58580017,29.90060043
4TS7,small_airport,Allison Ranch Airport,4572,US,US-TX,Fort Stockton,-102.927002,30.45019913
4TS8,small_airport,Glasscock Field,1089,US,US-TX,D'Hanis,-99.34200287,29.375
4TS9,heliport,Ossiport Heliport,818,US,US-TX,Austin,-97.86779785,30.32379913
4TX0,small_airport,Slack Airport,35,US,US-TX,Mont Belvieu,-94.83439636,29.86359978
4TX1,heliport,Abilene Regional Medical Center Heliport,1800,US,US-TX,Abilene,-99.74289703,32.37459946
4TX2,small_airport,Stage Coach Hills Airport,684,US,US-TX,Keller,-97.232695,32.966691
4TX3,small_airport,Forest Hill Airport,525,US,US-TX,Petty,-95.83360291,33.66120148
4TX4,small_airport,Birk Airport,700,US,US-TX,Kennedale,-97.19200134,32.62789917
4TX5,small_airport,Hancock Airport,305,US,US-TX,Kerens,-96.25969696,32.22990036
4TX6,small_airport,Kilgore Airport,365,US,US-TX,Kilgore,-94.81829834,32.41270065
4TX7,small_airport,Oliver Airport,1500,US,US-TX,Knox City,-99.86560059,33.41949844
4TX8,small_airport,Addington Field,705,US,US-TX,Krum,-97.22389984,33.24869919
4TX9,heliport,Medical Center Hospital Heliport,1000,US,US-TX,San Antonio,-98.57920074,29.50799942
4U4,small_airport,Maddox Ranch Co Airport,2589,US,US-MT,Chinook,-109.065333,48.513426
4U7,small_airport,West Fork Lodge Airport,4247,US,US-MT,Conner,-114.2200012,45.86059952
4U8,small_airport,Morrison Flight Park Ultralightport,520,US,US-IN,Linton,-87.1875,39.02220154
4V6,small_airport,Hay Springs Municipal Airport,3831,US,US-NE,Hay Springs,-102.7009964,42.68220139
4V8,small_airport,Mount Snow Airport,1953,US,US-VT,West Dover,-72.86569977,42.92710114
4VA0,small_airport,Wood Farm Airport,350,US,US-VA,Wingina,-78.73000336,37.63650131
4VA1,small_airport,Davis Field,840,US,US-VA,Martinsville,-79.66609955,36.6867981
4VA2,closed,Potomac Hospital Helistop,190,US,US-VA,Woodbridge,-77.286102,38.6362
4VA3,small_airport,Flying W Airport,101,US,US-VA,Richmond,-77.39440155,37.42990112
4VA4,small_airport,Hepner Airport,1150,US,US-VA,Woodstock,-78.54000092,38.93479919
4VA5,small_airport,Starr Airport,640,US,US-VA,Arrington,-78.92220306,37.6595993
4VA6,small_airport,Taylor Airport,48,US,US-VA,Atlantic,-75.5059967,37.88069916
4VA7,heliport,United Coal Heliport,1020,US,US-VA,Grundy,-82.12870026,37.29679871
4VA8,small_airport,Christian's Airport,125,US,US-VA,Richmond,-77.29579926,37.61380005
4VA9,small_airport,Pleasantdale Field,420,US,US-VA,Rixeyville,-77.92050171,38.56900024
4VG2,small_airport,Cool Water Airport,250,US,US-VA,Ashland,-77.547222,37.858056
4W0,small_airport,Bandera State Airport,1636,US,US-WA,Bandera,-121.5360031,47.395401
4W4,small_airport,Whitfield Farms Airport,653,US,US-NC,Hurdle Mills,-79.0789032,36.28350067
4W6,closed,Blaine Municipal Airport,75,US,US-WA,Blaine,-122.732002,48.990101
4W7,closed,Hurdle Field,680,US,US-NC,Mebane,-79.280639,36.072278
4W8,small_airport,Elma Municipal Airport,35,US,US-WA,Elma,-123.429656,46.99054
4W9,small_airport,Pink Hill Airport,144,US,US-NC,Pink Hill,-77.73609924,35.05070114
4WA0,small_airport,B & G Farms Airport,1120,US,US-WA,Royal City,-119.737999,46.94029999
4WA1,small_airport,Brown's Cape Horn Airport,920,US,US-WA,Skamania,-122.1969986,45.60829926
4WA2,small_airport,Cricket Field,184,US,US-WA,Little Rock,-122.9680023,46.92720032
4WA3,heliport,St John's Medical Center Heliport,52,US,US-WA,Longview,-122.9410019,46.13029861
4WA4,small_airport,Windsock Airport,30,US,US-WA,Lopez,-122.887001,48.54150009
4WA6,small_airport,Hille-Kimp Airstrip,1500,US,US-WA,Kahlotus,-118.5950012,46.61849976
4WA7,heliport,Mark Reed Hospital Heliport,256,US,US-WA,Mc Cleary,-123.2600021,47.05899811
4WA8,small_airport,Riverside Airport,175,US,US-WA,Deming,-122.2639999,48.83480072
4WA9,small_airport,Port Orchard Airport,370,US,US-WA,Port Orchard,-122.6679993,47.43230057
4WI0,small_airport,Wissota Airport,936,US,US-WI,Chippewa Falls,-91.2723999,44.93330002
4WI1,small_airport,Bancroft East Airport,840,US,US-WI,Rio,-89.18340302,43.48329926
4WI2,small_airport,Island View Airport,1640,US,US-WI,Crandon,-89.02149963,45.60609818
4WI3,closed,Neveln Field,900,US,US-WI,Crivitz,-88.137299,45.325199
4WI4,small_airport,Turner Airport,1500,US,US-WI,Tomahawk,-89.7480011,45.57410049
4WI5,small_airport,Carlson Airport,900,US,US-WI,Eau Claire,-91.4598999,44.72359848
4WI6,small_airport,Feldmann Field,750,US,US-WI,Sheboygan Falls,-87.89730072,43.80419922
4WI8,small_airport,Carhart Farms Airport,737,US,US-WI,Galesville,-91.376297,44.05130005
4WI9,small_airport,Mar-O-Dae Farm Airport,1164,US,US-WI,Glenwood City,-92.19180298,45.00690079
4WN2,small_airport,Swensen Airport,1010,US,US-WI,Vesper,-89.98639679,44.41699982
4WN3,small_airport,Lakewood Airpark,1300,US,US-WI,Lakewood,-88.53600311,45.33209991
4WN4,closed,River Ridge Aero Estates Airport,1050,US,US-WI,Holcombe,-91.232903,45.294102
4WN5,small_airport,David Randall Airport,1155,US,US-WI,Balsam Lake,-92.378306,45.457
4WN6,heliport,Bay Area Medical Center Heliport,608,US,US-WI,Marinette,-87.61820221,45.07279968
4WN7,heliport,Aegis Heliport,640,US,US-WI,Green Bay,-87.994818,44.471432
4WN8,heliport,Lynn Louise Heliport,616,US,US-WI,Dousman,-88.470747,43.005208
4WN9,small_airport,Digger Dougs Airport,800,US,US-WI,Salem,-88.146389,42.5975
4WV4,small_airport,Heaven's Landing Airstrip,1220,US,US-WV,Medley,-79.068142,39.176342
4XA2,small_airport,Card Airfield,320,US,US-TX,Kenedy,-97.763389,28.789167
4XA3,small_airport,Owen Field,1971,US,US-TX,Clyde,-99.498611,32.253611
4XA4,small_airport,Apache Pass Airport,410,US,US-TX,Rockdale,-97.143378,30.734958
4XA5,small_airport,4-Shipp Airport,1004,US,US-TX,Burkburnett,-98.496,34.03775
4XA6,heliport,Medical Center Of Southeast Texas Heliport,7,US,US-TX,Port Arthur,-93.988878,29.936561
4XA7,heliport,Baylor Health Center At Irving Coppell Heliport,527,US,US-TX,Irving,-96.952469,32.912967
4XA8,heliport,Winkler County Memorial Hospital Heliport,2858,US,US-TX,Kermit,-103.090833,31.849722
4XS0,small_airport,Pfeffer & Son Farms Airport,210,US,US-TX,Waller,-95.9641037,29.92970085
4XS1,small_airport,Coyote Field,430,US,US-TX,Corsicana,-96.52059937,32.13389969
4XS2,small_airport,Teate Field,795,US,US-TX,Paradise,-97.73169708,33.17060089
4XS3,heliport,Columbia Lakes Heliport,30,US,US-TX,West Columbia,-95.62129974,29.16799927
4XS4,heliport,Baylor Scott & White Medical Center - Carrollton Heliport,572,US,US-TX,Carrollton,-96.887,33.02865
4XS5,small_airport,Scrappin Valley Airport,350,US,US-TX,Wiergate,-93.8030014,31.12190056
4XS6,small_airport,H Young Ranch Airport,1700,US,US-TX,Willow City,-98.66139984,30.39189911
4XS8,closed,Winn Ranch Airport,960,US,US-TX,Wimberley,-98.116997,29.9669
4XS9,small_airport,Garnett Ranch Airport,1300,US,US-TX,Wimberley,-98.16280365,30.09600067
4Y1,small_airport,Raether Airport,982,US,US-MI,Howell,-83.85649872,42.56529999
4Y8,small_airport,Para Field,800,US,US-MI,Yale,-82.75409698,43.20220184
4Y9,small_airport,Eagles Landing Airport,1010,US,US-MI,Harrietta,-85.77230072,44.30830002
4Z2,small_airport,Upper Hannum Creek Airport,1300,US,US-AK,Hannum Creek,-163.3289948,65.9048996
4Z5,small_airport,Horsfeld Airport,3300,US,US-AK,Horsfeld,-141.1809998,62.00719833
4Z7,seaplane_base,Hyder Seaplane Base,,US,US-AK,Hyder,-130.009975,55.903324
